OccurrencePrecinctCode,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
078,2022078000605,248157835,3,5 AVE&&9 ST,5 AVE,9 ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000600,248018160,1,5 AVE&&UNION ST,UNION ST,5 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000556,247441539,1,5 ST&&6 AVE,6 AVE,5 ST,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000577,247811901,1,6 AVE&&6 ST,6 AVE,6 ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000604,248131911,1,6 AVE&&ATLANTIC AVE,ATLANTIC AVE,6 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000642,248699817,1,6 AVE&&BERGEN ST,6 AVE,BERGEN ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000634,248509586,1,7 AVE&&FLATBUSH AVE,FLATBUSH AVE,7 AVE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
078,2022078000569,248157834,1,7 AVE&&PRESIDENT ST,7 AVE,PRESIDENT ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000623,248509582,2,7 AVE&&PRESIDENT ST,7 AVE,PRESIDENT ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000603,248210907,1,8 AVE&&GARFIELD PL,GARFIELD PL,8 AVE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000560,247515590,1,8 AVE&&PRESIDENT ST,8 AVE,PRESIDENT ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000611,248209509,1,8 AVE&&UNION ST,8 AVE,UNION ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000632,248509585,2,8 AVE&&UNION ST,UNION ST,8 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000558,247471730,1,ATLANTIC AVE&&FLATBUSH AVE,FLATBUSH AVE,ATLANTIC AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000568,247554356,2,ATLANTIC AVE&&FLATBUSH AVE,FLATBUSH AVE,ATLANTIC AVE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000580,247811904,3,ATLANTIC AVE&&FLATBUSH AVE,ATLANTIC AVE,FLATBUSH AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000626,248509583,4,ATLANTIC AVE&&FLATBUSH AVE,FLATBUSH AVE,ATLANTIC AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000606,248550445,5,ATLANTIC AVE&&FLATBUSH AVE,ATLANTIC AVE,FLATBUSH AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000635,248699814,1,ATLANTIC AVE&&FORT GREENE PL,ATLANTIC AVE,FORT GREENE PL,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000619,248509578,1,BERGEN ST&&FLATBUSH AVE,FLATBUSH AVE,BERGEN ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
